	S0701	S0702	S0703	S0704	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0717	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	10	1	0	0	0	0	0	0	0	0	1	4	0	0
OTU1213	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	14	0	1	2	9	22	3	9	8	9	0	0	0
OTU1214	6	9	6	8	20	5	16	16	8	14	11	9	24	23	12	23	6	17	15	9	29	22	7	10	15	8	10	6	8	19	19	22
OTU1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0
OTU1216	14	9	5	2	3	2	1	5	3	1	2	0	2	1	17	2	4	3	0	8	14	0	4	0	13	18	26	30	44	9	11	12
OTU1217	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1218	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1219	1	1	4	6	13	8	3	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU122	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	2
OTU1220	0	0	0	0	86	0	10	8	1	4	177	8	2	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1221	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1222	1	1	1	0	0	1	0	2	4	0	1	0	2	2	4	1	0	4	5	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU1223	0	0	0	0	0	0	0	0	2	0	0	4	12	0	2	0	0	0	1	1	0	0	0	2	2	2	1	0	0	0	0	2
OTU1224	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	3	0	0	1	0	0	0	27	0	0	0	0	10	1	0	3	0
OTU1229	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	4	4	1	2	0	11	19	0	12	0	0	0	0	0	0	0
OTU123	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1230	0	0	0	0	0	1	0	1	0	14	1	0	0	0	0	0	0	0	0	0	2	0	6	2	9	1	4	0	0	1	0	0
OTU1231	0	2	0	1	2	0	2	0	2	2	1	4	6	18	3	2	2	1	4	1	2	10	1	7	5	0	1	1	4	6	4	7
OTU1232	1	0	0	0	3	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1233	3	7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	3
OTU1235	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	13	7	14	37	1	6	1	0	3	0	0	0	0	6	2	1
OTU1236	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1237	8	25	16	26	11	6	10	3	3	1	1	5	4	2	5	7	10	15	22	5	28	9	6	6	15	9	14	5	18	7	1	1
OTU1238	0	1	0	0	1	0	0	0	0	1	0	1	0	7	0	13	7	17	38	45	9	3	1	4	8	3	2	1	12	5	3	1
OTU1240	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1241	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU1242	0	1	0	1	0	1	1	0	0	0	0	0	1	2	0	3	0	2	0	0	1	0	0	0	0	0	0	6	6	6	1	4
OTU1243	4	4	3	11	39	19	15	6	11	4	0	2	0	15	1	0	0	1	3	1	1	2	0	0	1	0	0	0	0	0	1	2
OTU1244	2	0	0	0	5	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	2	1	1	1	0
OTU1247	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	11	4	4	3	5	2	0	0	0	0	10	9	42	10	24	15	10
OTU1248	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	6	0	0	0	2	0
OTU1249	0	0	0	0	0	1	2	0	0	0	0	0	0	5	0	2	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0
OTU1250	0	0	0	0	0	0	0	0	1	1	1	2	3	3	3	2	1	2	2	0	17	2	0	0	2	0	0	0	0	0	0	0
OTU1251	0	3	1	0	4	1	1	2	2	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	1	8	3	1	0
OTU1252	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	40	3	5	1	0	4	207	0	0
OTU1253	10	12	8	21	42	24	26	64	40	27	24	25	67	12	86	25	50	28	58	52	38	2	18	42	21	57	67	55	75	83	166	97
OTU1254	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	21	2	15	11	2
OTU1255	0	0	0	0	2	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	5	0	2	1	1
OTU1256	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0
OTU1257	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1258	0	0	0	0	0	0	0	0	0	6	0	0	2	1	9	9	3	1	1	2	0	0	4	2	4	1	6	3	1	8	3	1
OTU126	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	4	0	0	0	0
OTU1260	0	0	0	0	0	0	0	0	9	0	0	4	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU1263	0	1	1	0	0	1	1	0	1	0	7	2	2	0	6	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU1264	7	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1265	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1266	0	0	0	0	0	5	0	6	9	5	13	1	9	1	1	0	0	2	0	1	0	3	0	1	1	3	2	1	0	2	3	2
OTU1267	0	0	0	0	82	10	6	4	21	2	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	6	3	0	0	0	0
OTU1268	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
OTU1271	20	63	19	12	1	2	5	2	1	37	5	15	16	0	6	4	7	1	0	1	0	0	6	5	1	5	9	17	11	30	3	4
OTU1272	0	0	0	1	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1274	0	0	0	0	6	0	0	3	4	7	13	63	49	10	4	0	4	1	2	0	2	1	0	11	0	0	2	5	0	0	0	0
OTU1275	0	0	0	0	3	0	0	5	2	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
OTU1276	0	0	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1277	2	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	188	0	3	1	0	1	0	0	0	0	0
OTU1278	0	0	0	0	0	0	0	3	0	1	2	4	2	1	1	0	0	3	1	0	0	0	0	7	0	0	0	0	0	0	0	1
OTU1279	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU128	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1280	0	0	0	10	11	14	11	10	4	4	2	0	2	1	0	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU1281	0	0	0	0	2	2	4	0	1	0	0	0	0	1	0	0	1	3	5	3	11	0	0	0	10	0	0	0	0	0	0	0
OTU1282	1	1	2	1	3	1	1	1	2	3	0	0	0	0	1	0	3	6	0	1	4	1	1	0	1	1	0	2	0	1	0	1
OTU1283	6	6	4	2	1	0	0	3	1	0	0	0	0	0	3	3	1	4	1	0	1	0	1	7	2	5	8	16	13	15	9	12
OTU1284	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1285	0	2	1	1	0	5	0	6	10	3	0	0	0	0	24	5	1	12	8	6	0	0	6	0	3	4	1	0	1	11	1	0
OTU1286	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1287	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1288	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU129	0	0	0	0	9	8	11	17	11	5	5	18	39	19	111	11	13	16	41	9	13	0	14	42	20	28	39	30	24	24	38	35
OTU1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	6	0	0	0	0	0
OTU1292	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1293	19	10	22	18	67	50	77	85	42	62	111	113	72	133	105	121	48	71	41	28	91	79	55	144	112	59	113	47	33	99	98	98
OTU1294	1	4	1	7	11	11	3	24	4	9	12	19	39	7	8	1	6	1	20	9	13	0	11	6	17	0	8	7	4	3	8	6
OTU1296	0	4	3	3	7	9	4	10	12	3	7	17	24	16	5	3	3	3	5	1	4	0	3	5	3	3	5	5	6	7	5	0
OTU1297	0	0	0	0	0	1	3	0	2	8	2	2	4	0	5	0	0	0	0	1	0	0	0	0	1	1	2	0	1	4	2	0
OTU1298	0	2	0	1	5	3	4	6	2	0	5	1	6	2	0	1	0	2	3	1	1	0	3	1	2	1	1	1	1	3	5	0
OTU1299	0	0	0	0	0	0	14	1	6	0	0	0	0	2	3	3	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	2	1	0
OTU1300	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1301	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1302	1	0	0	0	5	12	2	6	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1304	0	0	0	0	0	4	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1305	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1306	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU1307	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU1309	50	99	44	36	28	17	13	7	13	5	40	14	31	57	18	20	19	17	23	24	51	17	18	8	18	15	26	20	53	27	16	9
OTU131	0	0	0	0	0	0	3	2	1	6	3	3	19	6	6	2	1	8	14	2	5	0	0	0	1	0	0	0	0	0	0	0
OTU1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	2	0	0	0	0	0
OTU1314	1	1	1	0	0	0	0	1	0	0	2	0	0	1	2	3	0	0	2	0	2	1	0	0	1	0	1	0	0	0	0	0
OTU1315	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
OTU1317	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1318	1	1	0	5	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1319	88	80	62	63	75	83	76	70	90	78	83	89	168	123	178	156	73	120	97	100	153	196	65	120	68	57	77	52	85	134	133	164
OTU132	0	0	0	0	1	11	5	13	10	11	5	4	0	8	10	1	9	12	2	5	13	7	2	3	0	3	1	2	3	6	5	11
OTU1320	0	0	0	0	0	0	0	1	2	0	0	2	1	1	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0
OTU1321	0	0	0	0	0	5	0	0	0	0	48	0	0	2	0	0	0	0	0	1	365	1	0	2	0	0	0	9	0	0	0	0
OTU1322	373	328	346	249	117	64	76	80	64	66	70	120	97	195	83	143	66	125	79	43	87	70	65	95	215	52	128	37	29	118	153	84
OTU1323	49	22	35	22	7	34	14	18	20	10	20	21	42	46	24	26	21	33	15	6	32	29	16	46	17	16	12	3	21	20	44	22
OTU1324	0	0	0	0	0	0	1	0	0	0	2	3	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	0	0
OTU1325	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	2	0	0	3	1	1	0	0	0	1	0	1	0	0	2
OTU1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU1327	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1328	0	0	1	0	6	6	6	4	3	2	4	7	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1329	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU133	0	0	0	0	0	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1330	0	0	0	0	2	0	2	3	18	5	1	6	0	1	12	0	1	0	0	0	0	0	0	6	0	1	0	3	0	0	0	0
OTU1331	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	1	2	0	0	1	0	7	0	1	0	0	0	0	0	0	0
OTU1332	1	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1335	0	0	0	0	1	0	1	3	1	2	0	1	0	2	2	4	1	2	0	1	3	0	0	0	0	0	0	0	0	1	0	0
OTU1336	0	0	0	0	12	34	23	32	3	13	30	10	26	4	8	4	1	6	13	13	3	9	1	0	3	1	16	1	1	2	3	5
OTU1337	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1339	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU1340	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1342	21	30	29	12	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0
OTU1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	10	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0
OTU1344	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	18	44	13	0	0	2	0	3	0	0	10	0	5	4	0
OTU1345	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1347	1	2	7	11	8	8	5	4	13	11	11	7	7	3	10	10	2	3	0	0	0	0	0	2	1	0	1	1	0	3	9	18
OTU1348	0	0	0	0	0	1	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0
OTU1350	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1351	1	0	2	6	14	0	18	10	21	4	8	3	3	11	1	3	4	3	10	5	6	1	0	0	0	0	1	0	0	0	0	0
OTU1352	0	0	1	1	19	36	30	15	9	6	15	8	11	15	45	45	14	34	27	20	26	22	22	9	33	5	29	13	14	29	11	20
OTU1355	1	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1356	17	15	13	9	20	4	1	18	6	16	8	5	3	10	8	2	7	20	2	3	7	6	4	0	7	3	2	16	8	7	7	2
OTU1358	6	4	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2
OTU1360	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1361	62	65	71	59	24	34	49	27	36	41	85	52	53	31	68	107	34	21	11	12	9	1	45	29	29	61	105	68	39	46	37	34
OTU1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU1363	1	20	21	14	28	67	151	85	59	194	119	120	44	173	42	393	18	72	45	1327	112	96	27	61	200	1	27	1	0	19	7	33
OTU1365	19	15	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1366	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU1367	9	13	15	11	6	10	6	7	8	5	5	8	7	4	0	1	6	0	5	6	2	8	1	1	2	4	1	4	0	3	0	6
OTU1368	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1369	0	0	0	0	0	0	0	0	2	3	6	7	2	5	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0
OTU137	0	0	1	1	31	116	20	28	19	8	1	26	17	1	6	2	9	2	20	9	31	4	0	0	0	0	0	6	1	1	2	3
OTU1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0
OTU1371	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	1	2	3	0	0	0	1	0	0	1	0	14	18	4
OTU1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	2	1	0	0
OTU1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0
OTU1375	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
OTU1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU1378	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	16	2	6
OTU1379	0	1	1	0	2	0	2	0	3	2	3	1	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
OTU138	4	0	1	0	0	1	0	3	0	3	3	1	6	1	1	1	1	0	1	3	0	1	2	0	0	0	2	0	0	0	1	12
OTU1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1381	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU1382	0	1	1	4	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU1384	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0
OTU1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0
OTU1387	2	12	11	12	9	13	22	8	17	6	17	9	7	46	23	38	31	19	27	21	52	24	11	27	30	19	44	23	7	42	20	16
OTU1388	21	19	35	15	63	42	55	82	52	65	54	107	118	180	192	86	121	110	46	51	78	20	44	220	61	155	264	629	360	330	647	422
OTU1389	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	5	0	0	3	4	0	0
OTU139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU1390	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	4	0	0	0	0
OTU1391	2	11	7	3	1	0	3	0	0	5	0	0	0	0	3	0	0	2	2	1	0	0	0	0	0	2	0	0	2	0	0	1
OTU1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1
OTU1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1396	6	10	7	10	27	27	18	40	17	16	27	25	7	7	10	0	11	4	1	0	2	4	11	3	14	6	7	6	10	6	16	7
OTU1399	0	0	0	0	1	0	0	4	0	5	0	4	2	4	0	0	1	0	5	2	1	0	1	0	3	5	5	5	4	3	2	1
OTU14	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	0	0	1	0	1
OTU140	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1400	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
OTU1402	0	0	1	0	1	1	0	0	1	0	1	1	4	0	4	3	0	0	0	3	1	0	0	0	0	0	1	0	2	0	0	0
OTU1403	15	22	6	9	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1408	0	0	0	0	6	3	4	6	1	12	3	4	2	7	5	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0
OTU1409	5	8	4	6	1	3	1	8	7	6	1	0	7	6	16	10	13	11	31	34	14	0	14	15	18	14	25	29	38	34	77	73
OTU141	15	35	102	7	0	0	2	0	0	3	0	0	1	10	2	0	0	0	0	0	0	949	0	0	0	0	0	1	0	4	0	0
OTU1410	6	2	4	0	0	0	0	3	0	2	3	1	7	2	2	11	4	1	1	19	1	0	0	0	10	4	0	0	7	0	0	0
OTU1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU1412	0	0	0	0	4	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1413	699	587	376	410	301	442	449	574	509	342	540	451	788	578	533	630	287	589	413	346	630	1103	294	508	296	278	320	167	306	410	641	754
OTU1414	0	1	0	0	0	0	0	1	3	0	0	5	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1
OTU1415	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1416	363	99	114	33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
OTU1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1418	1	0	1	1	6	2	3	2	1	7	3	7	4	2	3	4	7	7	0	1	4	1	2	7	6	4	5	5	3	9	8	6
OTU1419	1	13	3	12	7	1	3	10	5	8	5	4	6	4	9	1	2	3	4	7	5	2	2	2	9	2	4	3	0	0	0	1
OTU1420	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1421	0	0	0	0	0	13	5	30	4	21	9	15	19	7	0	0	0	0	0	0	1	0	0	2	0	0	4	0	3	0	0	0
OTU1423	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1424	17	15	14	21	13	14	25	24	14	26	17	16	22	8	27	11	9	11	9	12	24	14	10	23	11	6	12	0	3	6	5	11
OTU1425	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1426	0	0	2	0	0	1	0	0	1	1	10	4	1	1	0	0	0	0	2	0	1	0	2	0	2	1	2	0	0	1	0	1
OTU1427	3	2	2	0	4	2	2	5	3	0	0	3	4	6	5	5	1	3	5	1	5	2	2	4	2	2	2	1	2	4	4	3
OTU1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0
OTU1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU143	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
