	S0701	S0702	S0703	S0704	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0717	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU368	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU369	0	0	0	6	21	16	25	37	7	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU370	2	14	7	0	4	1	29	9	0	0	0	0	4	49	0	53	0	0	19	20	27	0	5	1	1	0	1	0	3	1	0	0
OTU372	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0
OTU373	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU374	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU375	0	0	0	0	3	0	0	9	4	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0
OTU376	0	0	0	0	2	0	0	0	3	3	2	3	3	3	3	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU377	1	3	2	13	14	7	9	23	11	12	16	21	30	28	3	7	11	11	3	2	13	1	12	7	3	8	10	23	7	13	6	15
OTU378	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU38	66	92	61	183	46	96	77	401	2	211	231	98	155	40	19	220	44	171	171	243	50	172	101	183	213	281	58	155	243	259	109	43
OTU381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU382	6	6	7	3	15	5	4	4	16	22	9	8	19	15	7	10	5	11	8	7	8	7	10	8	3	5	1	2	11	13	15	16
OTU383	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU386	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU387	2	0	0	0	3	5	3	11	1	2	2	0	0	2	0	0	2	2	2	1	0	0	6	0	1	0	0	0	0	3	1	0
OTU388	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	5	0	0	0	0	0	0	0	0	4	0	4	2	0	1	1	1
OTU389	0	0	0	0	0	0	0	0	0	0	6	5	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU39	22	23	51	17	13	8	9	10	2	5	18	9	6	10	6	4	3	2	2	3	4	1	3	7	1	3	5	7	1	5	2	9
OTU392	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU393	0	0	0	0	1	0	2	2	2	0	1	3	4	0	2	1	2	3	0	0	0	0	2	2	5	1	0	0	0	2	1	4
OTU394	1	0	0	0	1	0	0	1	0	1	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU395	6	4	2	1	3	4	0	1	0	7	1	6	1	2	1	1	6	4	6	2	1	0	3	8	4	1	2	7	0	6	6	2
OTU397	6	4	8	1	2	0	1	2	1	0	1	2	0	0	0	0	1	1	1	0	1	4	0	2	17	0	3	0	0	1	0	0
OTU398	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0
OTU399	7	15	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4	2	3	2	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	3	2	8	3
OTU40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU400	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU401	0	4	1	10	0	0	0	0	0	2	1	3	1	1	0	2	8	0	0	0	3	1	1	0	0	0	0	2	3	3	0	1
OTU402	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU404	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU405	12	73	63	135	136	144	269	116	209	118	58	99	132	45	23	21	20	14	5	16	8	5	41	38	39	10	10	5	5	42	22	23
OTU406	60	71	80	36	34	23	29	21	12	18	23	32	38	26	24	20	18	26	11	14	9	13	10	14	16	9	12	8	7	12	7	7
OTU408	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU409	1	12	2	3	27	18	13	7	12	16	6	14	18	22	6	3	4	8	3	3	8	2	2	2	3	5	5	3	2	5	4	5
OTU41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU410	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU411	0	1	14	12	140	77	37	22	5	7	10	8	0	14	24	4	19	30	36	37	27	5	15	108	15	55	22	34	4	0	0	1
OTU414	0	0	0	5	5	11	1	3	2	0	0	0	0	1	0	7	0	1	0	0	0	0	17	12	12	50	67	46	14	32	3	5
OTU415	0	0	0	0	0	0	1	1	1	12	3	4	23	4	5	7	19	11	4	1	6	1	1	5	4	2	5	3	7	3	10	11
OTU416	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU417	3	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0
OTU419	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU42	2	8	11	2	7	12	3	4	3	11	2	4	7	2	10	0	9	3	11	13	9	1	12	5	3	9	13	17	9	13	2	4
OTU420	4	11	26	14	4	35	55	86	16	8	266	30	14	9	14	16	11	12	11	12	17	7	9	6	40	26	22	19	14	18	18	20
OTU421	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU422	0	2	0	0	1	0	0	0	1	0	0	2	0	1	2	0	0	1	0	0	0	0	1	4	4	1	1	0	0	9	0	1
OTU423	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU424	0	0	0	0	0	1	1	0	0	1	8	5	3	2	2	1	4	1	1	2	3	1	2	9	2	7	2	0	3	0	0	0
OTU426	0	0	0	0	1	0	0	6	1	7	8	5	4	8	4	7	7	9	7	8	0	0	3	8	8	0	2	1	0	2	1	8
OTU427	0	0	0	0	3	13	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU428	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
OTU429	1	1	4	1	2	3	1	6	4	2	3	0	3	1	3	3	0	5	4	3	6	8	1	8	1	1	2	2	0	1	4	4
OTU430	0	0	0	0	0	0	4	1	3	1	3	0	1	0	7	1	0	0	1	1	97	2	0	0	4	0	0	0	0	1	0	1
OTU431	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU433	22	41	51	86	104	58	204	58	149	194	393	250	219	301	95	139	79	183	42	157	333	41	87	92	173	176	141	166	121	55	70	57
OTU436	5	2	1	0	0	0	2	1	1	0	2	2	3	6	3	2	1	0	0	0	1	0	4	2	1	4	4	1	1	3	0	2
OTU437	0	0	1	1	5	3	1	5	0	0	0	2	0	1	2	0	5	9	0	7	2	0	0	0	4	0	0	1	2	15	4	8
OTU438	38	11	37	9	20	25	14	13	8	31	28	39	11	18	9	22	28	30	33	27	14	3	28	14	25	43	31	41	89	46	57	35
OTU439	0	1	1	6	1	1	3	3	5	0	11	2	7	9	1	1	3	1	24	2	6	0	3	0	6	3	5	7	5	10	3	0
OTU440	31	38	10	18	48	57	27	67	41	71	13	25	26	31	57	35	82	31	52	37	26	3	5	3	11	3	9	9	0	2	0	0
OTU441	0	0	7	4	4	1	0	5	0	5	28	0	12	0	2	0	3	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0
OTU442	4	6	4	2	0	0	6	2	4	1	11	1	2	16	3	1	1	1	1	0	1	0	15	1	3	2	10	2	1	9	5	2
OTU443	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
OTU444	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU445	0	2	0	0	1	3	0	0	1	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
OTU446	0	9	0	2	18	0	176	4	0	7	7	0	0	3	9	0	1	0	13	0	4	0	7	10	15	17	0	1	0	0	0	0
OTU447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU451	5	11	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU453	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU455	1	1	0	10	0	5	3	2	3	3	7	5	4	5	3	6	3	3	3	4	2	8	5	7	1	2	1	0	2	0	3	5
OTU456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU457	128	48	28	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	376	0	0	0	0	0	0	0	0	0	0
OTU458	0	0	0	0	1	1	18	1	0	0	5	0	4	0	0	0	0	0	4	3	0	0	0	0	1	0	2	5	0	0	0	0
OTU459	0	1	0	2	5	10	2	8	6	14	15	22	12	4	9	10	14	6	28	28	5	0	33	34	37	13	22	0	0	0	0	0
OTU46	0	0	0	0	1	2	2	0	2	1	2	1	7	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0
OTU460	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU461	0	0	0	0	22	14	8	24	23	15	138	212	153	229	75	10	7	5	24	13	25	1	11	0	5	18	137	29	13	21	92	184
OTU464	7	17	2	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU466	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU467	0	1	3	0	5	1	1	2	2	6	0	2	0	0	0	1	1	1	6	0	0	0	5	0	1	0	0	0	0	4	2	1
OTU470	0	0	0	0	0	1	0	0	0	0	5	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0	2	1	3
OTU471	0	10	0	4	2	5	7	4	6	1	49	25	3	5	1	2	5	9	13	20	13	0	5	8	6	2	48	15	5	5	2	0
OTU472	2	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU473	0	0	0	0	0	2	1	1	0	4	0	0	0	0	0	1	0	0	0	0	9	0	19	6	15	2	1	32	8	2	6	0
OTU474	0	0	0	0	0	0	0	1	0	12	6	3	0	0	1	0	0	0	0	0	6	0	3	0	0	1	4	0	0	1	0	0
OTU476	3	3	3	0	0	5	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	8	3	4	0	0	0	0	1	0	0
OTU477	1	1	1	1	2	1	2	3	5	1	2	4	2	3	1	0	1	2	0	0	1	3	0	7	0	0	0	2	0	1	3	2
OTU478	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU479	4	12	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU48	4	0	2	9	22	10	14	16	10	10	7	8	12	29	14	30	15	22	4	12	27	21	11	20	21	13	25	3	2	17	35	45
OTU480	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	3	1	0	0
OTU482	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0
OTU483	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU485	0	0	1	0	0	1	1	0	0	11	0	0	0	1	1	0	0	0	0	0	0	547	0	0	0	0	0	0	0	1	0	0
OTU486	3	7	2	5	4	2	4	3	4	7	3	7	7	5	12	4	7	2	4	13	12	1	7	6	0	7	10	0	2	0	0	0
OTU488	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
OTU489	1	4	3	3	16	0	25	21	15	30	36	63	53	15	21	9	17	27	12	23	36	6	31	10	25	15	23	65	48	31	12	25
OTU49	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU490	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU493	0	0	0	8	22	13	26	20	24	9	9	13	8	36	17	14	7	2	0	4	3	2	5	1	1	3	34	0	0	3	7	14
OTU494	2	0	0	0	5	6	2	4	6	0	19	2	7	1	0	0	2	17	0	6	0	0	0	0	0	3	1	2	0	2	1	1
OTU495	1	3	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	5	0	1	1	1	3	0	1	0	1
OTU497	2	6	0	0	6	7	8	3	2	0	13	11	15	7	6	5	0	4	0	0	0	0	1	1	1	8	0	0	0	2	4	1
OTU498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU499	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
OTU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	2	2	0	29	1	1	0	9
OTU50	0	0	0	0	1	0	2	3	0	0	1	2	0	1	5	4	0	4	4	3	1	1	1	0	0	1	2	0	0	2	2	2
OTU500	2	1	0	0	1	1	2	1	1	2	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU501	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	1	0	2	0	4	1	2
OTU502	0	0	1	0	1	0	0	0	0	0	3	1	0	1	0	4	1	2	22	7	0	0	6	0	0	998	0	0	1	82	1	0
OTU503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU504	10	8	16	5	6	6	5	2	3	5	24	9	9	9	4	18	9	10	9	5	15	12	11	14	7	10	24	9	15	10	15	29
OTU505	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU506	0	0	0	3	5	3	5	1	4	2	2	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	4	23	4	0	2	0	4
OTU508	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU509	6	11	0	0	0	0	0	0	0	10	5	3	0	0	1	4	0	0	0	0	0	0	6	66	11	8	3	12	1	13	4	0
OTU51	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0	2	0	4	0	0	0	15	0	0	6	0
OTU511	1	2	2	1	2	2	5	0	0	6	9	4	1	3	3	8	4	5	5	5	6	4	2	10	4	0	3	2	4	0	6	1
OTU514	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1
OTU517	1	1	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU518	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU52	1	1	2	8	26	9	27	28	11	3	18	8	3	12	3	24	5	10	16	13	8	16	18	0	8	16	34	0	1	4	6	18
OTU520	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	2	0	0	1	3	0	0	0
OTU521	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
OTU522	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	4	0	4	0	1	2
OTU523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU525	8	18	22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0
OTU526	0	0	0	0	1	1	1	0	4	4	3	6	3	9	6	2	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0
OTU527	1	5	4	35	23	17	10	2	4	1	6	3	2	1	4	0	0	0	0	3	2	0	2	1	0	0	1	3	0	0	1	1
OTU528	0	0	0	5	100	544	169	313	89	6	0	15	1	45	6	18	5	17	2	56	13	41	4	7	33	44	2	9	6	0	2	0
OTU529	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	4	0	0	5	0	4	0	1	2	0	0	0
OTU53	0	0	0	0	0	0	0	3	3	2	3	0	2	6	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU530	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU531	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU532	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU534	1	5	1	0	8	11	1	3	1	6	6	3	0	19	1	42	6	101	11	3	0	0	13	0	3	3	1	3	2	0	0	10
OTU535	0	1	0	0	6	0	18	19	20	12	79	94	46	161	82	24	20	71	86	36	92	5	12	5	12	14	15	27	30	96	74	69
OTU536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
OTU537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OTU539	2	5	2	0	0	2	2	0	0	7	10	0	1	2	0	13	1	0	0	1	0	0	0	35	3	2	0	0	2	2	0	0
OTU540	1	1	3	4	1	0	0	1	0	0	6	1	0	1	2	1	1	2	2	0	2	42	0	0	1	1	0	1	3	1	0	2
OTU541	0	0	0	0	1	18	0	0	8	0	2	25	0	3	0	0	0	5	0	0	0	0	12	0	0	20	1	11	0	0	0	0
OTU543	0	0	0	0	1	0	0	2	0	2	0	3	3	0	0	1	0	1	0	0	0	0	6	0	0	0	1	0	3	0	0	2
OTU544	0	0	0	0	0	0	0	0	2	0	9	0	4	4	1	0	2	3	0	3	2	0	0	0	0	0	6	4	1	0	0	0
OTU545	0	0	1	5	4	4	2	4	0	18	7	9	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU547	0	0	0	0	0	0	5	0	0	1	0	1	0	4	0	1	0	1	0	0	0	0	6	0	9	2	0	6	0	8	2	2
OTU548	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU549	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU55	2	2	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	1	2	2	4
OTU551	0	1	0	0	1	1	0	5	0	10	5	5	1	4	3	0	0	3	3	2	0	0	3	1	2	2	3	3	6	4	2	0
OTU552	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU553	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU555	24	17	22	8	6	2	3	1	3	2	4	7	0	3	2	2	0	0	0	0	2	1	0	8	2	2	3	1	2	2	1	0
OTU556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU557	1	3	0	0	0	0	2	0	0	1	0	4	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1
OTU558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU559	0	0	0	1	4	7	9	8	5	4	4	2	0	14	5	7	11	12	14	11	12	6	3	0	12	0	1	2	1	0	0	0
OTU56	8	5	10	5	42	97	45	21	35	48	81	66	23	32	12	39	28	33	26	15	15	23	12	20	9	10	21	10	8	6	25	19
OTU560	0	0	0	0	0	2	1	0	2	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
OTU561	3	1	1	1	1	2	2	1	1	1	1	1	2	0	2	0	1	3	0	1	0	0	3	0	1	1	1	0	5	3	2	0
OTU562	0	0	0	0	2	0	0	1	2	8	2	5	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
OTU563	0	16	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	2
OTU564	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU565	2	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU566	0	0	0	0	0	0	2	0	1	0	2	1	3	1	1	0	0	2	1	0	5	0	0	0	0	2	0	3	1	0	0	3
OTU567	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1
OTU568	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU569	2	3	5	2	0	7	12	0	0	33	19	0	2	4	0	32	3	0	6	17	1	0	53	89	145	34	3	4	16	142	0	3
OTU570	1	0	0	1	0	0	1	1	0	0	2	3	1	1	0	0	2	0	2	0	0	0	0	1	1	0	0	1	0	0	1	2
OTU571	0	0	0	0	0	0	0	1	0	0	4	1	0	4	1	0	3	3	27	3	5	0	0	0	0	0	0	0	0	0	0	0
OTU572	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU573	44	61	117	113	46	90	30	23	58	79	109	71	17	31	191	226	78	119	158	85	114	5	144	41	207	287	204	325	124	532	155	193
OTU574	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
OTU575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU576	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU577	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU578	0	0	0	0	0	0	1	1	0	3	1	4	0	0	0	0	0	1	1	2	0	1	0	0	0	0	2	0	0	8	1	3
OTU579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU58	0	0	1	3	0	2	2	2	1	0	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU580	0	0	0	0	1	0	1	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU581	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU582	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
OTU583	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU584	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	1	0	2	5	2	0	1	0	0	0	1	0	0	1	1	0
OTU585	0	0	1	0	0	0	0	0	0	1	0	7	3	2	3	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0
OTU586	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU588	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
OTU589	4	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU59	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	6	1	1	0	0	0	0	1	0	0	0	0	0	0
OTU590	0	0	0	0	2	0	1	3	1	1	1	8	0	3	0	0	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0
OTU591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
