#OTU	S0701	S0702	S0703	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	9	2
OTU893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU535	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU132	0	3	0	1	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
OTU361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU277	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU246	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
OTU1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU284	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU279	6	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	9	18	6	15	8	5	9	5	12	9
OTU847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU464	2	0	1	11	22	9	24	5	21	0	8	12	3	3	3	1	0	1	1	0	8	8	0	3	4	13	9	5	29	0
OTU656	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU615	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU501	21	54	63	22	59	80	177	51	60	224	160	112	12	76	160	139	77	98	438	10	35	156	181	24	216	85	106	129	38	70
OTU1010	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU836	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	0
OTU92	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU366	0	0	0	86	41	18	6	60	10	3	22	51	32	18	7	38	45	11	30	13	2	8	6	6	5	5	5	0	5	2
OTU1234	7	5	5	7	0	2	6	3	12	3	11	5	5	1	0	0	1	3	1	1	1	5	6	0	0	7	1	2	28	0
OTU455	6	18	51	18	27	49	56	31	32	15	21	27	10	25	12	3	12	3	2	3	6	31	20	21	26	26	14	24	7	1
OTU456	18	11	19	18	14	23	28	26	19	16	36	27	36	49	16	41	95	46	121	29	24	15	10	40	29	38	33	38	35	29
OTU622	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU477	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0
OTU846	0	2	1	0	0	0	1	0	0	6	1	2	0	0	0	0	0	0	2	383	0	5	1	0	0	1	0	1	0	1
OTU133	6	5	8	5	5	13	10	14	3	5	4	11	13	2	11	3	1	2	4	1	4	12	5	1	1	5	8	5	24	4
OTU1268	41	139	124	1	0	3	1	3	1	1	5	8	12	0	17	3	1	1	3	1	2	0	6	0	1	4	15	14	273	7
OTU254	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU257	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1
OTU698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU825	1	0	21	4	4	8	0	17	1	1	0	14	2	0	1	0	15	0	20	2	1	0	0	0	1	0	0	0	0	0
OTU1238	14	12	22	26	12	30	42	13	11	21	22	15	7	7	9	34	18	39	43	14	23	8	16	4	1	23	57	71	107	20
OTU1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	0	0	2	3	3
OTU568	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU411	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU190	5	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU191	3	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU64	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU262	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU276	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU162	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU339	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU242	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU203	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1376	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU56	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU793	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU879	46	41	96	48	60	74	63	69	69	46	28	34	37	151	96	26	31	24	28	17	33	33	27	58	90	25	18	78	23	72
OTU935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
OTU204	5	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1076	7	14	18	1	0	1	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU368	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU199	4	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU45	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU122	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU303	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU301	0	2	3	3	4	2	1	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1416	2	1	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	1	0	1	0	0	1	2	0	0	0	8	2
OTU1309	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1304	5	4	4	1	3	2	4	3	1	1	0	3	0	1	0	0	2	1	0	0	0	0	3	0	0	0	0	2	8	2
OTU1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU999	1	0	2	10	23	23	42	11	40	9	26	11	5	4	5	2	4	16	2	7	7	1	21	4	3	11	7	8	48	6
OTU786	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0	10	1
OTU305	0	0	0	6	15	12	18	4	32	14	8	6	9	12	7	1	8	5	5	1	4	5	15	12	15	7	6	21	42	7
OTU1303	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU940	0	0	0	1	7	2	7	0	6	2	6	6	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0
OTU155	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0
OTU818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0
OTU1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU860	0	1	0	0	1	3	0	0	1	0	0	0	1	2	0	2	1	0	0	2	0	1	0	0	2	0	1	0	1	1
OTU1405	1	0	0	0	2	4	3	1	1	4	3	6	4	1	10	10	4	6	6	4	5	5	6	5	9	5	4	4	24	3
OTU521	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0
OTU42	498	265	619	7	13	3	3	5	3	0	0	0	1	0	0	0	1	0	0	8	1	12	14	1	7	52	26	50	167	10
OTU213	40	76	37	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0
OTU85	8	5	26	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	216	0	3	2	3	0	2	1	1	5	0
OTU833	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU855	0	0	0	0	1	1	0	0	0	4	0	0	0	0	2	0	2	2	3	1	0	0	0	0	0	0	1	1	0	0
OTU383	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
OTU1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU423	1	1	4	27	104	53	122	33	53	21	33	10	11	5	17	9	21	17	2	5	24	10	18	1	4	1	0	0	0	1
OTU815	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	257	0	2	0	0	0	0	0	0	0	0
OTU856	0	0	0	1	1	1	1	0	0	0	2	4	0	0	2	0	0	1	0	2	1	2	3	1	1	0	0	3	12	2
OTU214	222	72	258	93	71	80	117	89	58	86	51	74	36	44	84	100	45	85	77	504	50	75	101	46	91	66	74	118	1002	95
OTU218	184	63	238	8	6	4	4	1	1	5	5	1	4	1	10	9	2	6	4	296	1	8	10	5	10	12	8	13	74	1
OTU1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU66	568	155	189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	11	4	2
OTU594	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU959	2251	1493	2563	933	654	468	850	760	914	173	619	369	348	275	209	271	243	253	204	153	187	191	187	364	212	810	634	304	827	343
OTU1004	0	1	1	13	18	29	24	8	23	10	11	9	12	6	5	2	8	4	6	0	14	20	19	6	10	7	13	15	6	7
OTU564	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	4	0
OTU589	0	0	1	1	1	0	0	0	1	0	0	0	0	2	2	1	0	0	2	0	0	0	1	0	0	3	0	2	1	0
OTU875	6	2	10	0	0	0	2	0	0	2	1	3	0	0	0	0	1	0	2	1211	0	3	0	0	2	0	0	3	65	0
OTU872	0	0	0	0	0	0	1	0	3	4	1	5	3	2	1	2	4	3	1	0	0	0	5	1	4	0	0	4	23	4
OTU890	8	3	6	1	2	2	0	0	0	3	2	5	1	0	0	1	1	0	4	4539	0	7	2	0	1	1	0	6	5	0
OTU79	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU941	0	1	0	0	0	2	4	1	0	3	0	0	3	3	0	1	2	0	0	2	2	0	1	0	5	0	0	0	0	0
OTU642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3	0
OTU1066	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	1	2	1	0	0	1	0	0
OTU1348	4	4	9	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	7	0
OTU327	0	0	0	16	38	21	40	7	4	4	4	7	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU536	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU387	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU655	0	0	0	0	0	0	0	0	0	2	1	1	1	4	3	3	1	3	6	0	1	0	5	0	5	1	1	0	0	1
OTU497	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU1295	0	0	0	3	0	2	2	1	2	0	0	1	2	1	2	2	0	0	2	0	2	5	2	2	2	1	2	4	34	3
OTU1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU1055	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
OTU1334	6	0	11	7	14	3	17	5	9	9	7	5	10	3	14	9	6	9	6	0	7	8	10	8	13	13	4	5	74	10
OTU215	68	38	94	7	8	11	14	12	11	22	11	13	6	8	11	13	10	8	16	33	4	20	11	7	9	16	7	11	78	9
OTU124	1480	728	1150	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	0	4	10	5	1	0	0
OTU2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU297	6	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU877	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0
OTU810	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0
OTU813	0	0	0	5	5	13	14	1	10	8	9	8	3	0	5	2	2	9	8	2	8	8	17	10	25	4	10	11	11	22
OTU814	24	17	39	13	20	20	36	8	22	16	21	7	16	0	14	26	14	17	25	218	13	14	40	4	21	7	10	41	24	21
OTU816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	1	0	0
OTU1336	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	114	0
OTU1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1186	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0
OTU1042	1	1	1	3	10	10	9	11	7	3	9	10	16	2	1	4	5	2	6	1	5	7	8	10	8	5	9	5	68	5
OTU1040	1	0	0	1	0	1	3	1	1	0	0	0	0	2	1	0	0	1	1	1	0	0	0	0	0	2	0	0	1	0
OTU1046	0	0	2	10	5	4	6	2	9	3	6	15	0	2	8	3	1	4	1	3	11	0	1	18	1	1	11	0	24	2
OTU628	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
OTU949	5	3	4	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	9	0
OTU1335	42	37	75	3	1	1	1	1	0	0	1	3	1	0	1	1	0	0	0	0	1	15	10	4	5	10	8	15	98	6
OTU824	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0
OTU820	3	1	8	1	7	1	7	2	1	9	7	0	0	1	4	0	1	0	5	34	3	2	7	1	3	2	0	0	0	0
OTU636	0	0	4	21	31	30	54	21	24	23	36	34	23	8	28	11	9	14	11	10	6	33	40	16	39	29	29	46	71	42
OTU1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU239	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1383	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0
OTU523	0	0	1	0	0	1	0	1	2	1	3	3	0	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1073	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0
OTU380	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1374	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU822	0	1	1	2	0	1	3	1	0	0	0	2	0	1	0	0	0	0	0	29	0	0	1	0	0	0	0	2	2	0
OTU344	0	0	2	1	3	0	2	1	2	5	2	1	1	0	0	0	0	1	3	4	0	1	2	0	0	1	0	1	13	3
OTU1366	4	6	3	9	3	9	9	8	7	3	7	10	5	10	5	4	2	5	2	0	5	7	2	2	5	4	1	4	119	7
OTU1050	31	39	53	143	35	56	88	101	63	5	55	93	62	53	57	55	45	74	23	84	85	18	93	76	74	49	51	47	129	42
OTU1436	944	1324	3212	9897	7231	8274	11418	13620	11318	5559	9975	8914	11372	9311	12203	12869	7610	11357	8582	6645	11963	7378	11104	15106	10519	9709	12245	9434	11390	13370
OTU489	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
OTU1118	0	0	0	0	4	0	4	0	5	1	0	1	2	0	2	0	0	0	1	1	0	3	1	0	4	0	0	4	17	6
OTU784	0	0	3	3	2	5	5	2	3	1	0	3	0	0	0	1	0	3	0	0	0	0	0	4	0	0	1	0	17	1
OTU1455	25	23	46	8	15	19	12	13	8	8	10	6	7	2	5	4	0	3	5	3	3	6	6	3	4	6	2	12	14	6
OTU677	0	0	1	0	0	12	2	0	0	5	0	3	0	2	1	0	0	4	2	1	1	1	2	0	0	0	0	0	0	0
OTU458	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
OTU928	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU592	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU428	0	0	2	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0
OTU420	0	0	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU612	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1015	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1017	3	2	2	1	4	6	10	1	0	4	7	7	1	0	2	3	10	5	3	2	5	4	4	2	2	4	4	3	15	2
OTU967	0	0	0	9	4	7	10	5	6	2	6	2	0	7	0	0	0	0	0	0	2	7	2	3	4	2	0	0	0	0
OTU1354	5	2	7	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
OTU1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU409	2	3	0	2	1	0	2	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	2	3	1
OTU198	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU195	2	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OTU1349	0	1	0	2	2	3	6	1	5	1	3	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	4	0
OTU1038	3	0	1	0	4	1	1	0	2	1	1	0	0	3	0	1	1	0	1	0	1	0	1	0	2	2	3	0	14	0
OTU48	18	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU417	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1131	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	2	0	0	0	1	1	0	1
OTU1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU538	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU770	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU958	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU52	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU89	7	1	7	2	1	4	3	2	4	5	4	3	1	2	2	0	2	3	7	1	3	2	2	1	3	2	0	3	45	6
OTU81	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU823	65	19	36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	181	0	0	0	0	0	0	0	0	1	0
OTU526	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU597	0	0	0	9	11	4	13	3	2	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1370	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26	0
OTU1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU318	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU557	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU261	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0
OTU675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
OTU671	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU364	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU37	191	92	194	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	8	1	0
OTU1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
OTU768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0
OTU58	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1320	0	0	1	0	0	0	0	0	0	2	1	2	0	2	3	1	0	1	0	0	2	0	1	0	2	0	1	1	39	3
OTU518	0	4	0	0	0	0	0	0	7	0	1	0	5	0	0	1	0	2	0	0	0	0	0	3	0	3	0	0	0	0
OTU1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0
OTU121	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU995	2	7	1	0	7	8	5	1	2	0	3	24	0	37	34	0	1	2	5	0	2	4	2	0	2	1	1	2	0	0
OTU735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU166	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
